MSA,LAT,LON,Provider,Market Size,Number of Companies,Market Share,Defend $,Product,Exclusion,Included_In_Ranking,Provider_Ratio,Benchmark,Competitor_Ratio,Provider_Opportunity_Rank,Overall_Opportunity_Rank,Opportunity_Score,Opportunity_Category,Firm ID,Total_Weight,Number_of_Occurrences,Weighted_Average_Score
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,First National Bank of South Carolina,260687121,1567,0.007,0,Credit_Cash_Management,False,True,0.0,0.118549966,0.0,5.0,273.0,inf,Good,1338.0,9.04,1.0,4.0
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Intuit GoPayment,260687121,1567,0.0,0,Credit_Cash_Management,True,False,,,,,,,,,,,
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,JPMorgan,260687121,1567,0.041,1497023,Credit_Cash_Management,True,False,,,,,,,,1804.0,126.92,24.0,4.724866057358966
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,M&T Bank,260687121,1567,0.001,194826,Credit_Cash_Management,True,False,,,,,,,,2022.0,13.27,2.0,3.637528259231349
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,PNC Bank,260687121,1567,0.141,0,Credit_Cash_Management,True,False,,,,,,,,2444.0,87.91,15.0,4.656694346490729
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,PayPal,260687121,1567,0.0,411,Credit_Cash_Management,True,False,,,,,,,,5894.0,25.79,3.0,3.247382706475378
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Peoples Bank (NC),260687121,1567,0.0,0,Credit_Cash_Management,False,True,0.0,0.118549966,0.0,12.0,454.0,inf,Good,,,,
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Pinnacle Financial,260687121,1567,0.026,0,Credit_Cash_Management,False,True,0.0,0.118549966,0.0,3.0,119.0,inf,Excellent,4694.0,27.06,4.0,4.468588322246859
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Regions Bank,260687121,1567,0.029,5089575,Credit_Cash_Management,False,True,0.673230751,0.118549966,5.678877618,17.0,681.0,0.176091134,Poor,2665.0,11.94,2.0,4.3542713567839195
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,SouthState,260687121,1567,0.032,0,Credit_Cash_Management,False,True,0.0,0.118549966,0.0,1.0,102.0,inf,Excellent,2879.0,45.879999999999995,5.0,4.197035745422843
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Square,260687121,1567,0.0,0,Credit_Cash_Management,True,False,,,,,,,,5895.0,17.49,2.0,2.5506003430531736
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,State Farm Bank,260687121,1567,0.0,0,Credit_Cash_Management,True,False,,,,,,,,5222.0,9.04,1.0,5.0
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Texas Capital Bank,260687121,1567,0.001,0,Credit_Cash_Management,False,True,0.0,0.118549966,0.0,10.0,418.0,inf,Good,,,,
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Towne Bank,260687121,1567,0.043,1825086,Credit_Cash_Management,False,True,0.162815333,0.118549966,1.373389956,15.0,582.0,0.728125319,Fair,3101.0,26.53,3.0,4.681492649830381
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Truist,260687121,1567,0.174,7202607,Credit_Cash_Management,True,False,,,,,,,,6590.0,171.29999999999998,26.0,4.123817863397548
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,UBS Warburg Dillon Read,260687121,1567,0.002,194826,Credit_Cash_Management,True,False,,,,,,,,3151.0,9.04,1.0,3.0
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,US Bank,260687121,1567,0.039,0,Credit_Cash_Management,True,False,,,,,,,,3141.0,70.16,15.0,4.257981755986317
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,United Community Bank,260687121,1567,0.007,0,Credit_Cash_Management,False,True,0.0,0.118549966,0.0,6.0,274.0,inf,Good,3193.0,8.45,1.0,5.0
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Wells Fargo,260687121,1567,0.115,6817971,Credit_Cash_Management,False,True,0.227424754,0.118549966,1.918387333,16.0,613.0,0.521271165,Fair,4839.0,183.38,33.0,4.136165339731705
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Bank of America,3023575217,1567,0.07,64637454,Deposits,True,False,,,,,,,,4836.0,210.31,39.0,4.1237221244829065
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Citi,3023575217,1567,0.011,0,Deposits,True,False,,,,,,,,804.0,39.3,9.0,4.33027989821883
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Clover,3023575217,1567,0.015,0,Deposits,True,False,,,,,,,,6851.0,6.82,1.0,5.0
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Comerica Bank,3023575217,1567,0.008,0,Deposits,False,True,0.0,0.059228736,0.0,7.0,295.0,inf,Good,868.0,18.08,2.0,4.5
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,FNB Corporation,3023575217,1567,0.003,0,Deposits,False,True,0.0,0.059228736,0.0,9.0,396.0,inf,Good,,,,
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Fidelity Bank (NC),3023575217,1567,0.018,0,Deposits,False,True,0.0,0.059228736,0.0,3.0,193.0,inf,Good,1257.0,8.75,2.0,3.5165714285714285
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Fifth Third Bank,3023575217,1567,0.154,2267005,Deposits,False,True,0.004868677,0.059228736,0.082201268,10.0,456.0,12.16526246,Excellent,1273.0,54.41,8.0,4.4034184892483
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,First Bank (NC),3023575217,1567,0.013,0,Deposits,False,True,0.0,0.059228736,0.0,4.0,237.0,inf,Good,1288.0,18.08,3.0,4.5
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,First Citizens Bank & Trust (NC/VA),3023575217,1567,0.066,1133496,Deposits,False,True,0.005680091,0.059228736,0.095900929,11.0,457.0,10.42742761,Excellent,1299.0,55.98,7.0,4.096463022508039
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,First Horizon,3023575217,1567,0.012,0,Deposits,False,True,0.0,0.059228736,0.0,5.0,244.0,inf,Good,1360.0,31.639999999999997,4.0,4.571428571428571
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,First National Bank of South Carolina,3023575217,1567,0.007,0,Deposits,False,True,0.0,0.059228736,0.0,8.0,309.0,inf,Good,1338.0,9.04,1.0,4.0
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,JPMorgan,3023575217,1567,0.008,651062,Deposits,True,False,,,,,,,,1804.0,126.92,24.0,4.724866057358966
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,PNC Bank,3023575217,1567,0.102,0,Deposits,True,False,,,,,,,,2444.0,87.91,15.0,4.656694346490729
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Pinnacle Financial,3023575217,1567,0.027,0,Deposits,False,True,0.0,0.059228736,0.0,2.0,139.0,inf,Excellent,4694.0,27.06,4.0,4.468588322246859
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,SouthState,3023575217,1567,0.045,0,Deposits,False,True,0.0,0.059228736,0.0,1.0,78.0,inf,Excellent,2879.0,45.879999999999995,5.0,4.197035745422843
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Towne Bank,3023575217,1567,0.043,8609759,Deposits,False,True,0.066221919,0.059228736,1.118070785,12.0,508.0,0.894397755,Fair,3101.0,26.53,3.0,4.681492649830381
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Truist,3023575217,1567,0.228,86869373,Deposits,True,False,,,,,,,,6590.0,171.29999999999998,26.0,4.123817863397548
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,US Bank,3023575217,1567,0.021,0,Deposits,True,False,,,,,,,,3141.0,70.16,15.0,4.257981755986317
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,United Community Bank,3023575217,1567,0.009,0,Deposits,False,True,0.0,0.059228736,0.0,6.0,285.0,inf,Good,3193.0,8.45,1.0,5.0
NC-SC-Charlotte-Concord-Gastonia,35.166342,-80.797285,Wells Fargo,3023575217,1567,0.138,85231558,Deposits,False,True,0.204268107,0.059228736,3.448800722,13.0,589.0,0.289955866,Poor,4839.0,183.38,33.0,4.136165339731705
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,BMO,114681078,701,0.03,0,Credit_Cash_Management,True,False,,,,,,,,303.0,12.75,1.0,4.0
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,Bank of America,114681078,701,0.089,2342724,Credit_Cash_Management,True,False,,,,,,,,4836.0,92.59,16.0,4.050653418295712
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,Bank of Nevada,114681078,701,0.08,21544,Credit_Cash_Management,False,True,0.002348251,0.000763659,3.075,7.0,642.0,0.325203252,Poor,4507.0,63.71,8.0,4.294145346099514
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,Bank of New York Mellon,114681078,701,0.038,0,Credit_Cash_Management,False,True,0.0,0.000763659,0.0,2.0,86.0,inf,Excellent,427.0,5.99,1.0,5.0
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,Citi,114681078,701,0.001,133081,Credit_Cash_Management,True,False,,,,,,,,804.0,35.09,6.0,4.336563123396979
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,City National Bank (CA),114681078,701,0.094,0,Credit_Cash_Management,False,True,0.0,0.000763659,0.0,1.0,15.0,inf,Excellent,820.0,57.78,6.0,4.7793354101765315
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,GreatAmerica Financial Services,114681078,701,0.01,0,Credit_Cash_Management,False,True,0.0,0.000763659,0.0,4.0,231.0,inf,Good,,,,
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,JPMorgan,114681078,701,0.011,0,Credit_Cash_Management,True,False,,,,,,,,1804.0,111.49,19.0,4.763207462552695
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,MidFirst Bank,114681078,701,0.002,0,Credit_Cash_Management,False,True,0.0,0.000763659,0.0,6.0,383.0,inf,Good,,,,
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,US Bank,114681078,701,0.066,0,Credit_Cash_Management,True,False,,,,,,,,3141.0,57.17,6.0,4.219345810739898
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,Wells Fargo,114681078,701,0.28,646400,Credit_Cash_Management,True,False,,,,,,,,4839.0,136.35,22.0,4.4342500916758345
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,Western Alliance Bank,114681078,701,0.013,0,Credit_Cash_Management,False,True,0.0,0.000763659,0.0,3.0,197.0,inf,Good,,,,
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,Zions Bank,114681078,701,0.009,0,Credit_Cash_Management,False,True,0.0,0.000763659,0.0,5.0,240.0,inf,Good,3369.0,26.4,3.0,5.0
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,BMO,1324263007,700,0.043,0,Deposits,True,False,,,,,,,,303.0,12.75,1.0,4.0
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,Bank of America,1324263007,700,0.122,50908025,Deposits,True,False,,,,,,,,4836.0,92.59,16.0,4.050653418295712
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,Bank of Nevada,1324263007,700,0.221,2115690,Deposits,False,True,0.007229121,0.004044648,1.787330317,5.0,540.0,0.559493671,Fair,4507.0,63.71,8.0,4.294145346099514
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,City National Bank (CA),1324263007,700,0.092,0,Deposits,False,True,0.0,0.004044648,0.0,1.0,29.0,inf,Excellent,820.0,57.78,6.0,4.7793354101765315
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,JPMorgan,1324263007,700,0.015,0,Deposits,True,False,,,,,,,,1804.0,111.49,19.0,4.763207462552695
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,MidFirst Bank,1324263007,700,0.014,0,Deposits,False,True,0.0,0.004044648,0.0,3.0,225.0,inf,Good,,,,
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,US Bank,1324263007,700,0.04,0,Deposits,True,False,,,,,,,,3141.0,57.17,6.0,4.219345810739898
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,Wells Fargo,1324263007,700,0.36,30970929,Deposits,True,False,,,,,,,,4839.0,136.35,22.0,4.4342500916758345
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,Western Alliance Bank,1324263007,700,0.014,0,Deposits,False,True,0.0,0.004044648,0.0,4.0,226.0,inf,Good,,,,
NV-Las Vegas-Henderson-North Las Vegas,36.21413,-115.014398,Zions Bank,1324263007,700,0.054,0,Deposits,False,True,0.0,0.004044648,0.0,2.0,55.0,inf,Excellent,3369.0,26.4,3.0,5.0
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Ally Bank (formerly GMAC),2368603739,12848,0.004,0,Credit_Cash_Management,True,False,,,,,,,,5221.0,31.65,3.0,5.0
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Amalgamated Bank of New York,2368603739,12848,0.007,3159369,Credit_Cash_Management,False,True,0.190550416,0.089682153,2.124730606,23.0,626.0,0.470647901,Poor,156.0,81.39,8.0,4.391079985256174
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Amboy National Bank,2368603739,12848,0.002,0,Credit_Cash_Management,False,True,0.0,0.089682153,0.0,6.0,384.0,inf,Good,161.0,26.06,2.0,5.0
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,American Express,2368603739,12848,0.003,2209893,Credit_Cash_Management,True,False,,,,,,,,171.0,1484.79,131.0,4.275776372416302
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Ares Capital,2368603739,12848,0.005,0,Credit_Cash_Management,True,False,,,,,,,,,,,
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,BMO,2368603739,12848,0.005,0,Credit_Cash_Management,True,False,,,,,,,,303.0,60.76,10.0,4.452600394996708
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Banco Popular,2368603739,12848,0.002,4567426,Credit_Cash_Management,False,True,0.964160008,0.089682153,10.750857,27.0,705.0,0.09301584,Poor,357.0,61.44,7.0,4.2841796875
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Bank of America,2368603739,12848,0.094,17656523,Credit_Cash_Management,True,False,,,,,,,,4836.0,1513.34,202.0,4.197635693234831
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Bank of New York Mellon,2368603739,12848,0.005,19643,Credit_Cash_Management,False,True,0.001658614,0.089682153,0.018494363,12.0,487.0,54.07052998,Good,427.0,96.21,14.0,4.691300280636108
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,BankUnited,2368603739,12848,0.019,5636989,Credit_Cash_Management,False,True,0.125256761,0.089682153,1.396674319,20.0,583.0,0.715986531,Fair,448.0,133.45000000000002,16.0,4.3608092918696135
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Barclays,2368603739,12848,0.003,0,Credit_Cash_Management,True,False,,,,,,,,469.0,65.35,9.0,4.514613618974751
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,BlackRock Kelso Capital,2368603739,12848,0.001,1186235,Credit_Cash_Management,True,False,,,,,,,,5860.0,11.38,1.0,3.0
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,CIBC,2368603739,12848,0.001,1554041,Credit_Cash_Management,False,True,0.656100037,0.089682153,7.315837221,25.0,692.0,0.136689755,Poor,628.0,5.69,1.0,3.0
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,CIT,2368603739,12848,0.004,0,Credit_Cash_Management,False,True,0.0,0.089682153,0.0,4.0,333.0,inf,Good,639.0,23.5,3.0,4.757872340425532
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,CTBC Bank,2368603739,12848,0.003,0,Credit_Cash_Management,False,True,0.0,0.089682153,0.0,5.0,351.0,inf,Good,781.0,11.04,2.0,4.0
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Canon Financial Services,2368603739,12848,0.001,0,Credit_Cash_Management,True,False,,,,,,,,,,,
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Capital One,2368603739,12848,0.017,5063837,Credit_Cash_Management,True,False,,,,,,,,4859.0,542.63,65.0,4.167812321471352
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Citi,2368603739,12848,0.051,18204873,Credit_Cash_Management,True,False,,,,,,,,804.0,854.79,123.0,4.089051111969022
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Citizens Bank,2368603739,12848,0.015,3001615,Credit_Cash_Management,False,True,0.084483387,0.089682153,0.942031205,18.0,558.0,1.06153596,Fair,4841.0,295.73,35.0,4.219727454096642
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,City National Bank (CA),2368603739,12848,0.001,0,Credit_Cash_Management,False,True,0.0,0.089682153,0.0,8.0,419.0,inf,Good,820.0,35.68,4.0,4.673486547085202
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Columbia Bank (NJ),2368603739,12848,0.016,175782,Credit_Cash_Management,False,True,0.004638334,0.089682153,0.051719698,13.0,495.0,19.33499303,Good,858.0,143.74,14.0,4.042020314456658
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Comerica Bank,2368603739,12848,0.001,0,Credit_Cash_Management,False,True,0.0,0.089682153,0.0,9.0,420.0,inf,Good,868.0,31.869999999999997,3.0,4.596485723250707
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Customers Bank,2368603739,12848,0.002,0,Credit_Cash_Management,False,True,0.0,0.089682153,0.0,7.0,385.0,inf,Good,,,,
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Dime Community Bank (NY),2368603739,12848,0.019,373260,Credit_Cash_Management,False,True,0.008294027,0.089682153,0.092482468,14.0,504.0,10.8128602,Good,6777.0,153.1,13.0,4.171391247550621
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,First National Bank of Long Island,2368603739,12848,0.013,8401044,Credit_Cash_Management,False,True,0.272833376,0.089682153,3.042225962,24.0,639.0,0.328706681,Poor,1336.0,30.880000000000003,3.0,4.999999999999999
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Flagstar,2368603739,12848,0.025,1963125,Credit_Cash_Management,False,True,0.033152443,0.089682153,0.369665998,16.0,522.0,2.705144656,Excellent,,,,
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Ford Motor,2368603739,12848,0.005,0,Credit_Cash_Management,True,False,,,,,,,,1384.0,27.65,2.0,5.0
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Fulton Bank,2368603739,12848,0.005,243739,Credit_Cash_Management,False,True,0.020580817,0.089682153,0.229486204,15.0,514.0,4.357560425,Good,1435.0,66.35,5.0,4.38372268274303
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Goldman Sachs,2368603739,12848,0.003,0,Credit_Cash_Management,True,False,,,,,,,,1505.0,69.83,11.0,4.18129743663182
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,HSBC,2368603739,12848,0.023,5843831,Credit_Cash_Management,True,False,,,,,,,,1570.0,285.3,38.0,4.206659656501928
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Israel Discount Bank,2368603739,12848,0.008,582692,Credit_Cash_Management,True,False,,,,,,,,1782.0,28.21,4.0,5.0
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,JPMorgan,2368603739,12848,0.205,57190477,Credit_Cash_Management,True,False,,,,,,,,1804.0,2438.8,295.0,4.314917172379858
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Jefferies,2368603739,12848,0.002,0,Credit_Cash_Management,True,False,,,,,,,,1824.0,6.51,1.0,4.0
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,John Hancock Financial,2368603739,12848,0.001,0,Credit_Cash_Management,True,False,,,,,,,,4770.0,11.05,1.0,5.0
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,KeyBank,2368603739,12848,0.016,0,Credit_Cash_Management,False,True,0.0,0.089682153,0.0,1.0,179.0,inf,Good,1886.0,134.09,11.0,4.513908568871653
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Lending Club,2368603739,12848,0.001,0,Credit_Cash_Management,True,False,,,,,,,,5881.0,12.82,1.0,4.0
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,M&T Bank,2368603739,12848,0.028,23755848,Credit_Cash_Management,True,False,,,,,,,,2022.0,315.68,33.0,3.999809934110492
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Morgan Stanley Dean Witter,2368603739,12848,0.001,32405,Credit_Cash_Management,True,False,,,,,,,,2227.0,139.52,13.0,4.57074254587156
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,OceanFirst Bank,2368603739,12848,0.01,0,Credit_Cash_Management,False,True,0.0,0.089682153,0.0,3.0,232.0,inf,Good,2381.0,42.47,4.0,4.3169295973628445
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Orange Bank & Trust (NY),2368603739,12848,0.001,0,Credit_Cash_Management,False,True,0.0,0.089682153,0.0,10.0,421.0,inf,Good,6856.0,11.38,1.0,5.0
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,PNC Bank,2368603739,12848,0.032,7015770,Credit_Cash_Management,True,False,,,,,,,,2444.0,609.6,82.0,4.328166010498687
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Peapack-Gladstone Bank,2368603739,12848,0.014,0,Credit_Cash_Management,False,True,0.0,0.089682153,0.0,2.0,189.0,inf,Good,2489.0,50.59,4.0,4.750938920735323
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Provident Bank,2368603739,12848,0.033,3571604,Credit_Cash_Management,False,True,0.045693766,0.089682153,0.5095079,17.0,531.0,1.962678106,Good,2586.0,305.61,29.0,4.235398056346323
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,RBC Capital Markets,2368603739,12848,0.003,4799990,Credit_Cash_Management,True,False,,,,,,,,,,,
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Regions Bank,2368603739,12848,0.001,0,Credit_Cash_Management,False,True,0.0,0.089682153,0.0,11.0,422.0,inf,Good,2665.0,24.33,3.0,4.473078503904644
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Santander,2368603739,12848,0.017,4905647,Credit_Cash_Management,False,True,0.121830201,0.089682153,1.358466503,19.0,580.0,0.73612415,Fair,2776.0,198.79,20.0,4.26973187786106
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,State Street Bank and Trust,2368603739,12848,0.001,0,Credit_Cash_Management,True,False,,,,,,,,2936.0,28.24,4.0,4.598441926345609
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Synovus Financial,2368603739,12848,0.002,3821106,Credit_Cash_Management,False,True,0.806615716,0.089682153,8.994160869,26.0,700.0,0.111183246,Poor,3007.0,5.82,1.0,4.0
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,TD Ameritrade,2368603739,12848,0.002,0,Credit_Cash_Management,True,False,,,,,,,,5815.0,48.27,6.0,4.516262689040812
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,TD Bank,2368603739,12848,0.079,11577428,Credit_Cash_Management,True,False,,,,,,,,3021.0,835.08,92.0,4.104684581117977
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Truist,2368603739,12848,0.007,75635,Credit_Cash_Management,True,False,,,,,,,,6590.0,45.23,7.0,4.492151227061685
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,UBS Warburg Dillon Read,2368603739,12848,0.001,0,Credit_Cash_Management,True,False,,,,,,,,3151.0,49.67,4.0,4.488222266961949
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,US Bank,2368603739,12848,0.006,5176323,Credit_Cash_Management,True,False,,,,,,,,3141.0,462.04,70.0,4.308349926413297
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Valley National Bank,2368603739,12848,0.022,8006893,Credit_Cash_Management,False,True,0.153655791,0.089682153,1.71333744,21.0,601.0,0.583656189,Fair,3214.0,306.48,29.0,4.177075176194205
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Webster Bank,2368603739,12848,0.027,10713997,Credit_Cash_Management,False,True,0.167531064,0.089682153,1.868053532,22.0,608.0,0.535316565,Fair,3275.0,226.19,21.0,4.090543348512313
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Wells Fargo,2368603739,12848,0.053,14182191,Credit_Cash_Management,True,False,,,,,,,,4839.0,1131.81,156.0,4.227909278059038
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,ADP Claims Solutions Group,25011066939,12842,0.001,0,Deposits,True,False,,,,,,,,7.0,66.49000000000001,6.0,4.617686870206045
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Amalgamated Bank of New York,25011066939,12842,0.008,43417927,Deposits,False,True,0.216993577,0.096652731,2.245084803,23.0,563.0,0.445417473,Poor,156.0,81.39,8.0,4.391079985256174
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Amboy National Bank,25011066939,12842,0.003,0,Deposits,False,True,0.0,0.096652731,0.0,5.0,397.0,inf,Good,161.0,26.06,2.0,5.0
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,American Express,25011066939,12842,0.003,0,Deposits,True,False,,,,,,,,171.0,1484.79,131.0,4.275776372416302
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Apple Bank for Savings,25011066939,12842,0.001,0,Deposits,True,False,,,,,,,,205.0,12.82,1.0,4.0
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,BMO,25011066939,12842,0.003,0,Deposits,True,False,,,,,,,,303.0,60.76,10.0,4.452600394996708
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Bank of America,25011066939,12842,0.115,365331033,Deposits,True,False,,,,,,,,4836.0,1513.34,202.0,4.197635693234831
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,BankUnited,25011066939,12842,0.014,17132944,Deposits,False,True,0.048929609,0.096652731,0.506241347,13.0,478.0,1.975342407,Fair,448.0,133.45000000000002,16.0,4.3608092918696135
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Berkshire Bank,25011066939,12842,0.001,0,Deposits,False,True,0.0,0.096652731,0.0,9.0,432.0,inf,Good,507.0,18.34,2.0,3.300981461286805
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,CTBC Bank,25011066939,12842,0.002,0,Deposits,False,True,0.0,0.096652731,0.0,6.0,412.0,inf,Good,781.0,11.04,2.0,4.0
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Capital One,25011066939,12842,0.025,48559772,Deposits,True,False,,,,,,,,4859.0,542.63,65.0,4.167812321471352
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Citi,25011066939,12842,0.057,328431058,Deposits,True,False,,,,,,,,804.0,854.79,123.0,4.089051111969022
NY-NJ-New York-Newark-Jersey City,40.735425,-73.80773,Citizens Bank,25011066939,12842,0.018,78908922,Deposits,False,True,0.175275569,0.096652731,1.813456983,21.0,544.0,0.551432986,Fair,4841.0,295.73,35.0,4.219727454096642
